CAMPUS,CAMPNAME,CFLALTED,CFLCHART,CNTYNAME,COUNTY,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION,REGNNAME
"014803001","KILLEEN CHARTER ACADEMY","N","Y","BELL","014","PRIORITY CHARTER SCHOOLS","014803","PK - 12","B"," "," ","12","REGION 12: WACO"
"014803002","GEORGETOWN CHARTER ACADEMY","N","Y","BELL","014","PRIORITY CHARTER SCHOOLS","014803","PK - 12","B"," "," ","12","REGION 12: WACO"
"014803003","COVE CHARTER ACADEMY","N","Y","BELL","014","PRIORITY CHARTER SCHOOLS","014803","PK - 12","B"," "," ","12","REGION 12: WACO"
"014803004","CEDAR PARK CHARTER ACADEMY","N","Y","BELL","014","PRIORITY CHARTER SCHOOLS","014803","PK - 12","B"," "," ","12","REGION 12: WACO"
"014803101","PRIORITY CHARTER SCHOOLS-TEMPLE CH","N","Y","BELL","014","PRIORITY CHARTER SCHOOLS","014803","PK - 12","B"," "," ","12","REGION 12: WACO"
"014804002","NEW HORIZONS","Y","Y","BELL","014","ORENDA CHARTER SCHOOL","014804","01 - 11","B"," "," ","12","REGION 12: WACO"
"014804005","GATEWAY TECH H S","Y","Y","BELL","014","ORENDA CHARTER SCHOOL","014804","09 - 12","S"," "," ","12","REGION 12: WACO"
"014804006","GATEWAY COLLEGE PREPARATORY SCHOOL","N","Y","BELL","014","ORENDA CHARTER SCHOOL","014804","KG - 12","B"," "," ","12","REGION 12: WACO"
"014901001","ACADEMY H S","N","N","BELL","014","ACADEMY ISD","014901","09 - 12","S"," "," ","12","REGION 12: WACO"
"014901041","ACADEMY J H","N","N","BELL","014","ACADEMY ISD","014901","06 - 08","M"," "," ","12","REGION 12: WACO"
"014901101","ACADEMY INT","N","N","BELL","014","ACADEMY ISD","014901","03 - 05","E"," "," ","12","REGION 12: WACO"
"014901102","ACADEMY EL","N","N","BELL","014","ACADEMY ISD","014901","EE - 02","E","014901101","ACADEMY INT","12","REGION 12: WACO"
"014902001","BARTLETT SCHOOLS","N","N","BELL","014","BARTLETT ISD","014902","PK - 12","B"," "," ","13","REGION 13: AUSTIN"
"014903001","BELTON H S","N","N","BELL","014","BELTON ISD","014903","09 - 12","S"," "," ","12","REGION 12: WACO"
"014903005","BELTON NEW TECH H S AT WASKOW","N","N","BELL","014","BELTON ISD","014903","09 - 12","S"," "," ","12","REGION 12: WACO"
"014903006","BELL CO J J A E P","N","N","BELL","014","BELTON ISD","014903","09 - 09","S"," "," ","12","REGION 12: WACO"
"014903043","LAKE BELTON MIDDLE","N","N","BELL","014","BELTON ISD","014903","06 - 08","M"," "," ","12","REGION 12: WACO"
"014903044","SOUTH BELTON MIDDLE","N","N","BELL","014","BELTON ISD","014903","06 - 08","M"," "," ","12","REGION 12: WACO"
"014903045","NORTH BELTON MIDDLE","N","N","BELL","014","BELTON ISD","014903","06 - 08","M"," "," ","12","REGION 12: WACO"
"014903102","LEON HEIGHTS EL","N","N","BELL","014","BELTON ISD","014903","KG - 05","E"," "," ","12","REGION 12: WACO"
"014903103","MILLER HEIGHTS EL","N","N","BELL","014","BELTON ISD","014903","KG - 05","E"," "," ","12","REGION 12: WACO"
"014903104","SOUTHWEST EL","N","N","BELL","014","BELTON ISD","014903","KG - 05","E"," "," ","12","REGION 12: WACO"
"014903108","LAKEWOOD EL","N","N","BELL","014","BELTON ISD","014903","KG - 05","E"," "," ","12","REGION 12: WACO"
"014903109","SPARTA EL","N","N","BELL","014","BELTON ISD","014903","KG - 05","E"," "," ","12","REGION 12: WACO"
"014903111","JOE M PIRTLE EL","N","N","BELL","014","BELTON ISD","014903","KG - 05","E"," "," ","12","REGION 12: WACO"
"014903116","TARVER EL","N","N","BELL","014","BELTON ISD","014903","KG - 05","E"," "," ","12","REGION 12: WACO"
"014903117","HIGH POINT EL","N","N","BELL","014","BELTON ISD","014903","KG - 05","E"," "," ","12","REGION 12: WACO"
"014903118","CHISHOLM TRAIL EL","N","N","BELL","014","BELTON ISD","014903","KG - 05","E"," "," ","12","REGION 12: WACO"
"014903119","BELTON EARLY CHILDHOOD SCHOOL","N","N","BELL","014","BELTON ISD","014903","EE - PK","E","014903000","BELTON ISD","12","REGION 12: WACO"
"014905001","HOLLAND H S","N","N","BELL","014","HOLLAND ISD","014905","09 - 12","S"," "," ","12","REGION 12: WACO"
"014905041","HOLLAND MIDDLE","N","N","BELL","014","HOLLAND ISD","014905","06 - 08","M"," "," ","12","REGION 12: WACO"
"014905101","HOLLAND EL","N","N","BELL","014","HOLLAND ISD","014905","PK - 05","E"," "," ","12","REGION 12: WACO"
"014906001","KILLEEN H S","N","N","BELL","014","KILLEEN ISD","014906","09 - 12","S"," "," ","12","REGION 12: WACO"
"014906002","C E ELLISON H S","N","N","BELL","014","KILLEEN ISD","014906","09 - 12","S"," "," ","12","REGION 12: WACO"
"014906004","GATEWAY H S","N","N","BELL","014","KILLEEN ISD","014906","09 - 12","S"," "," ","12","REGION 12: WACO"
"014906006","PATHWAYS ACADEMIC CAMPUS","Y","N","BELL","014","KILLEEN ISD","014906","09 - 12","S"," "," ","12","REGION 12: WACO"
"014906007","HARKER HEIGHTS H S","N","N","BELL","014","KILLEEN ISD","014906","09 - 12","S"," "," ","12","REGION 12: WACO"
"014906008","ROBERT M SHOEMAKER H S","N","N","BELL","014","KILLEEN ISD","014906","09 - 12","S"," "," ","12","REGION 12: WACO"
"014906009","GATEWAY MIDDLE","N","N","BELL","014","KILLEEN ISD","014906","06 - 08","M"," "," ","12","REGION 12: WACO"
"014906013","KILLEEN ISD EARLY COLLEGE H S","N","N","BELL","014","KILLEEN ISD","014906","09 - 09","S"," "," ","12","REGION 12: WACO"
"014906022","METROPLEX SCHOOL","N","N","BELL","014","KILLEEN ISD","014906","01 - 10","B"," "," ","12","REGION 12: WACO"
"014906025","BELL COUNTY JUV DET CTR","Y","N","BELL","014","KILLEEN ISD","014906","07 - 11","S"," "," ","12","REGION 12: WACO"
"014906026","KILLEEN JJAEP","N","N","BELL","014","KILLEEN ISD","014906","11 - 11","S"," "," ","12","REGION 12: WACO"
"014906042","NOLAN MIDDLE","N","N","BELL","014","KILLEEN ISD","014906","06 - 08","M"," "," ","12","REGION 12: WACO"
"014906043","RANCIER MIDDLE","N","N","BELL","014","KILLEEN ISD","014906","06 - 08","M"," "," ","12","REGION 12: WACO"
"014906044","MANOR MIDDLE","N","N","BELL","014","KILLEEN ISD","014906","06 - 08","M"," "," ","12","REGION 12: WACO"
"014906045","SMITH MIDDLE","N","N","BELL","014","KILLEEN ISD","014906","06 - 08","M"," "," ","12","REGION 12: WACO"
"014906046","EASTERN HILLS MIDDLE","N","N","BELL","014","KILLEEN ISD","014906","06 - 08","M"," "," ","12","REGION 12: WACO"
"014906048","PALO ALTO MIDDLE","N","N","BELL","014","KILLEEN ISD","014906","06 - 08","M"," "," ","12","REGION 12: WACO"
"014906049","LIBERTY HILL MIDDLE","N","N","BELL","014","KILLEEN ISD","014906","06 - 08","M"," "," ","12","REGION 12: WACO"
"014906050","LIVE OAK RIDGE MIDDLE","N","N","BELL","014","KILLEEN ISD","014906","06 - 08","M"," "," ","12","REGION 12: WACO"
"014906051","UNION GROVE MIDDLE","N","N","BELL","014","KILLEEN ISD","014906","06 - 08","M"," "," ","12","REGION 12: WACO"
"014906052","AUDIE MURPHY MIDDLE","N","N","BELL","014","KILLEEN ISD","014906","06 - 08","M"," "," ","12","REGION 12: WACO"
"014906053","CHARLES E PATTERSON MIDDLE","N","N","BELL","014","KILLEEN ISD","014906","06 - 08","M"," "," ","12","REGION 12: WACO"
"014906100","EL ALTER LEARNING CENTER","N","N","BELL","014","KILLEEN ISD","014906","01 - 05","E"," "," ","12","REGION 12: WACO"
"014906102","CLIFTON PARK EL","N","N","BELL","014","KILLEEN ISD","014906","PK - 05","E"," "," ","12","REGION 12: WACO"
"014906103","EAST WARD EL","N","N","BELL","014","KILLEEN ISD","014906","PK - 05","E"," "," ","12","REGION 12: WACO"
"014906105","HARKER HEIGHTS EL","N","N","BELL","014","KILLEEN ISD","014906","EE - 05","E"," "," ","12","REGION 12: WACO"
"014906108","MEADOWS EL","N","N","BELL","014","KILLEEN ISD","014906","PK - 05","E"," "," ","12","REGION 12: WACO"
"014906109","PEEBLES EL","N","N","BELL","014","KILLEEN ISD","014906","PK - 05","E"," "," ","12","REGION 12: WACO"
"014906110","PERSHING PARK EL","N","N","BELL","014","KILLEEN ISD","014906","PK - 05","E"," "," ","12","REGION 12: WACO"
"014906111","SUGAR LOAF EL","N","N","BELL","014","KILLEEN ISD","014906","PK - 05","E"," "," ","12","REGION 12: WACO"
"014906112","WEST WARD EL","N","N","BELL","014","KILLEEN ISD","014906","PK - 05","E"," "," ","12","REGION 12: WACO"
"014906113","BELLAIRE EL","N","N","BELL","014","KILLEEN ISD","014906","PK - 05","E"," "," ","12","REGION 12: WACO"
"014906115","NOLANVILLE EL","N","N","BELL","014","KILLEEN ISD","014906","EE - 05","E"," "," ","12","REGION 12: WACO"
"014906116","CLARKE EL","N","N","BELL","014","KILLEEN ISD","014906","PK - 03","E"," "," ","12","REGION 12: WACO"
"014906117","DUNCAN EL","N","N","BELL","014","KILLEEN ISD","014906","PK - 05","E"," "," ","12","REGION 12: WACO"
"014906119","HAY BRANCH EL","N","N","BELL","014","KILLEEN ISD","014906","PK - 05","E"," "," ","12","REGION 12: WACO"
"014906120","WILLOW SPRINGS EL","N","N","BELL","014","KILLEEN ISD","014906","PK - 05","E"," "," ","12","REGION 12: WACO"
"014906121","MOUNTAIN VIEW EL","N","N","BELL","014","KILLEEN ISD","014906","EE - 05","E"," "," ","12","REGION 12: WACO"
"014906122","REECES CREEK EL","N","N","BELL","014","KILLEEN ISD","014906","PK - 05","E"," "," ","12","REGION 12: WACO"
"014906123","CLEAR CREEK EL","N","N","BELL","014","KILLEEN ISD","014906","PK - 05","E"," "," ","12","REGION 12: WACO"
"014906124","CEDAR VALLEY EL","N","N","BELL","014","KILLEEN ISD","014906","PK - 05","E"," "," ","12","REGION 12: WACO"
"014906125","BROOKHAVEN EL","N","N","BELL","014","KILLEEN ISD","014906","EE - 05","E"," "," ","12","REGION 12: WACO"
"014906126","VENABLE VILLAGE EL","N","N","BELL","014","KILLEEN ISD","014906","EE - 05","E"," "," ","12","REGION 12: WACO"
"014906127","TRIMMIER EL","N","N","BELL","014","KILLEEN ISD","014906","EE - 05","E"," "," ","12","REGION 12: WACO"
"014906128","MONTAGUE VILLAGE EL","N","N","BELL","014","KILLEEN ISD","014906","PK - 05","E"," "," ","12","REGION 12: WACO"
"014906129","MAXDALE EL","N","N","BELL","014","KILLEEN ISD","014906","EE - 05","E"," "," ","12","REGION 12: WACO"
"014906130","IRA CROSS JR EL","N","N","BELL","014","KILLEEN ISD","014906","PK - 05","E"," "," ","12","REGION 12: WACO"
"014906131","IDUMA EL","N","N","BELL","014","KILLEEN ISD","014906","PK - 05","E"," "," ","12","REGION 12: WACO"
"014906132","OVETA CULP HOBBY EL","N","N","BELL","014","KILLEEN ISD","014906","EE - 05","E"," "," ","12","REGION 12: WACO"
"014906133","TIMBER RIDGE EL","N","N","BELL","014","KILLEEN ISD","014906","PK - 05","E"," "," ","12","REGION 12: WACO"
"014906135","SAEGERT EL","N","N","BELL","014","KILLEEN ISD","014906","EE - 05","E"," "," ","12","REGION 12: WACO"
"014906136","SKIPCHA EL","N","N","BELL","014","KILLEEN ISD","014906","PK - 05","E"," "," ","12","REGION 12: WACO"
"014906137","RICHARD E CAVAZOS EL","N","N","BELL","014","KILLEEN ISD","014906","PK - 05","E"," "," ","12","REGION 12: WACO"
"014906138","HAYNES EL","N","N","BELL","014","KILLEEN ISD","014906","PK - 05","E"," "," ","12","REGION 12: WACO"
"014906139","DR JOSEPH A FOWLER EL","N","N","BELL","014","KILLEEN ISD","014906","PK - 05","E"," "," ","12","REGION 12: WACO"
"014907001","ROGERS H S","N","N","BELL","014","ROGERS ISD","014907","09 - 12","S"," "," ","12","REGION 12: WACO"
"014907041","ROGERS MIDDLE","N","N","BELL","014","ROGERS ISD","014907","06 - 08","M"," "," ","12","REGION 12: WACO"
"014907043","BELL COUNTY DAEP","N","N","BELL","014","ROGERS ISD","014907","06 - 06","M"," "," ","12","REGION 12: WACO"
"014907102","ROGERS EL","N","N","BELL","014","ROGERS ISD","014907","EE - 05","E"," "," ","12","REGION 12: WACO"
"014908001","SALADO H S","N","N","BELL","014","SALADO ISD","014908","09 - 12","S"," "," ","12","REGION 12: WACO"
"014908005","BELL COUNTY DAEP","N","N","BELL","014","SALADO ISD","014908","11 - 11","S"," "," ","12","REGION 12: WACO"
"014908041","SALADO INT","N","N","BELL","014","SALADO ISD","014908","03 - 06","E"," "," ","12","REGION 12: WACO"
"014908042","SALADO J H","N","N","BELL","014","SALADO ISD","014908","07 - 08","M"," "," ","12","REGION 12: WACO"
"014908101","THOMAS ARNOLD EL","N","N","BELL","014","SALADO ISD","014908","EE - 02","E","014908041","SALADO INT","12","REGION 12: WACO"
"014909002","TEMPLE H S","N","N","BELL","014","TEMPLE ISD","014909","09 - 12","S"," "," ","12","REGION 12: WACO"
"014909005","WHEATLEY ALTERNATIVE EDUCATION CEN","N","N","BELL","014","TEMPLE ISD","014909","01 - 12","B"," "," ","12","REGION 12: WACO"
"014909008","FRED W EDWARDS ACADEMY AEC","Y","N","BELL","014","TEMPLE ISD","014909","09 - 12","S"," "," ","12","REGION 12: WACO"
"014909041","LAMAR MIDDLE","N","N","BELL","014","TEMPLE ISD","014909","06 - 08","M"," "," ","12","REGION 12: WACO"
"014909042","TRAVIS SCIENCE ACADEMY","N","N","BELL","014","TEMPLE ISD","014909","06 - 08","M"," "," ","12","REGION 12: WACO"
"014909044","BONHAM MIDDLE","N","N","BELL","014","TEMPLE ISD","014909","06 - 08","M"," "," ","12","REGION 12: WACO"
"014909101","MERIDITH-DUNBAR EARLY CHILDHOOD AC","N","N","BELL","014","TEMPLE ISD","014909","EE - PK","E","014909110","SCOTT EL","12","REGION 12: WACO"
"014909102","CATER EL","N","N","BELL","014","TEMPLE ISD","014909","KG - 05","E"," "," ","12","REGION 12: WACO"
"014909107","JEFFERSON EL","N","N","BELL","014","TEMPLE ISD","014909","KG - 05","E"," "," ","12","REGION 12: WACO"
"014909110","SCOTT EL","N","N","BELL","014","TEMPLE ISD","014909","KG - 05","E"," "," ","12","REGION 12: WACO"
"014909111","THORNTON EL","N","N","BELL","014","TEMPLE ISD","014909","KG - 05","E"," "," ","12","REGION 12: WACO"
"014909114","WESTERN HILLS EL","N","N","BELL","014","TEMPLE ISD","014909","KG - 05","E"," "," ","12","REGION 12: WACO"
"014909116","RAYE-ALLEN EL","N","N","BELL","014","TEMPLE ISD","014909","EE - 07","E"," "," ","12","REGION 12: WACO"
"014909117","KENNEDY-POWELL EL","N","N","BELL","014","TEMPLE ISD","014909","KG - 05","E"," "," ","12","REGION 12: WACO"
"014909118","HECTOR P GARCIA EL","N","N","BELL","014","TEMPLE ISD","014909","KG - 05","E"," "," ","12","REGION 12: WACO"
"014909198","SCOTT & WHITE HOSPITAL","N","N","BELL","014","TEMPLE ISD","014909","04 - 06","E"," "," ","12","REGION 12: WACO"
"014910001","TROY H S","N","N","BELL","014","TROY ISD","014910","09 - 12","S"," "," ","12","REGION 12: WACO"
"014910041","RAYMOND MAYS MIDDLE","N","N","BELL","014","TROY ISD","014910","06 - 08","M"," "," ","12","REGION 12: WACO"
"014910101","TROY EL","N","N","BELL","014","TROY ISD","014910","02 - 05","E"," "," ","12","REGION 12: WACO"
"014910103","EDNA BIGHAM MAYS EL","N","N","BELL","014","TROY ISD","014910","EE - 01","E","014910101","TROY EL","12","REGION 12: WACO"
"015801001","POR VIDA ACADEMY CHARTER H S","Y","Y","BEXAR","015","POR VIDA ACADEMY","015801","09 - 12","S"," "," ","20","REGION 20: SAN ANTONIO"
"015801002","CORPUS CHRISTI COLLEGE PREP H S","N","Y","BEXAR","015","POR VIDA ACADEMY","015801","09 - 12","S"," "," ","20","REGION 20: SAN ANTONIO"
"015801003","CESAR E CHAVEZ ACADEMY","Y","Y","BEXAR","015","POR VIDA ACADEMY","015801","09 - 12","S"," "," ","20","REGION 20: SAN ANTONIO"
"015802001","GEORGE GERVIN ACADEMY","N","Y","BEXAR","015","GEORGE GERVIN ACADEMY","015802","PK - 12","B"," "," ","20","REGION 20: SAN ANTONIO"
"015802004","THE EDUCATION AND TRAINING CENTER","Y","Y","BEXAR","015","GEORGE GERVIN ACADEMY","015802","06 - 08","M"," "," ","20","REGION 20: SAN ANTONIO"
"015805001","FRANK L MADLA EARLY COLLEGE H S","N","Y","BEXAR","015","NEW FRONTIERS CHARTER SCHOOL","015805","09 - 10","S"," "," ","20","REGION 20: SAN ANTONIO"
"015805041","NEW FRONTIERS MIDDLE SCH","N","Y","BEXAR","015","NEW FRONTIERS CHARTER SCHOOL","015805","06 - 08","M"," "," ","20","REGION 20: SAN ANTONIO"
"015805101","NEW FRONTIERS CHARTER SCHOOL","N","Y","BEXAR","015","NEW FRONTIERS CHARTER SCHOOL","015805","KG - 05","E"," "," ","20","REGION 20: SAN ANTONIO"
"015806003","MILTON B LEE ACADEMY OF SCIENCE &","N","Y","BEXAR","015","SCHOOL OF EXCELLENCE IN EDUCATION","015806","09 - 12","S"," "," ","20","REGION 20: SAN ANTONIO"
"015806041","DR PAUL S SAENZ J H","N","Y","BEXAR","015","SCHOOL OF EXCELLENCE IN EDUCATION","015806","07 - 08","M"," "," ","20","REGION 20: SAN ANTONIO"
"015806101","DR HARMON W KELLEY EL","N","Y","BEXAR","015","SCHOOL OF EXCELLENCE IN EDUCATION","015806","PK - 03","E"," "," ","20","REGION 20: SAN ANTONIO"
"015806103","DR JAMES L BURCH INT","N","Y","BEXAR","015","SCHOOL OF EXCELLENCE IN EDUCATION","015806","04 - 06","E"," "," ","20","REGION 20: SAN ANTONIO"
"015806106","DR DAVID C WALKER EL","N","Y","BEXAR","015","SCHOOL OF EXCELLENCE IN EDUCATION","015806","PK - 06","E"," "," ","20","REGION 20: SAN ANTONIO"
"015807001","SOUTHWEST PREPARATORY SCHOOL","N","Y","BEXAR","015","SOUTHWEST PREPARATORY SCHOOL","015807","KG - 08","E"," "," ","20","REGION 20: SAN ANTONIO"
"015807002","SOUTHWEST PREPARATORY SOUTHEAST CA","Y","Y","BEXAR","015","SOUTHWEST PREPARATORY SCHOOL","015807","PK - 12","B"," "," ","20","REGION 20: SAN ANTONIO"
"015807004","SOUTHWEST PREPARATORY SCHOOL-NORTH","Y","Y","BEXAR","015","SOUTHWEST PREPARATORY SCHOOL","015807","07 - 12","S"," "," ","20","REGION 20: SAN ANTONIO"
"015807005","NEW DIRECTIONS","Y","Y","BEXAR","015","SOUTHWEST PREPARATORY SCHOOL","015807","09 - 12","S"," "," ","20","REGION 20: SAN ANTONIO"
"015807101","SOUTHWEST PREP NORTHWEST EL","N","Y","BEXAR","015","SOUTHWEST PREPARATORY SCHOOL","015807","PK - 06","E"," "," ","20","REGION 20: SAN ANTONIO"
"015808001","JOHN H WOOD JR CHARTER SCHOOL AT A","Y","Y","BEXAR","015","JOHN H WOOD JR PUBLIC CHARTER DIST","015808","06 - 12","B"," "," ","20","REGION 20: SAN ANTONIO"
"015808003","JOHN H WOOD JR CS HAYS CO JUVENILE","Y","Y","BEXAR","015","JOHN H WOOD JR PUBLIC CHARTER DIST","015808","06 - 12","B"," "," ","20","REGION 20: SAN ANTONIO"
"015808006","JOHN H WOOD JR CS GRANBURY","Y","Y","BEXAR","015","JOHN H WOOD JR PUBLIC CHARTER DIST","015808","07 - 12","S"," "," ","20","REGION 20: SAN ANTONIO"
"015808007","ROCKDALE","Y","Y","BEXAR","015","JOHN H WOOD JR PUBLIC CHARTER DIST","015808","06 - 12","B"," "," ","20","REGION 20: SAN ANTONIO"
"015808009","ANNE FRANK INSPIRE ACADEMY","N","Y","BEXAR","015","JOHN H WOOD JR PUBLIC CHARTER DIST","015808","KG - 09","B"," "," ","20","REGION 20: SAN ANTONIO"
"015808010","MERIDELL","N","Y","BEXAR","015","JOHN H WOOD JR PUBLIC CHARTER DIST","015808","01 - 12","B"," "," ","20","REGION 20: SAN ANTONIO"
"015808011","WILLIAMS HOUSE","N","Y","BEXAR","015","JOHN H WOOD JR PUBLIC CHARTER DIST","015808","04 - 12","B"," "," ","20","REGION 20: SAN ANTONIO"
"015808012","LEGACY RANCH","N","Y","BEXAR","015","JOHN H WOOD JR PUBLIC CHARTER DIST","015808","KG - 09","B"," "," ","20","REGION 20: SAN ANTONIO"
"015809101","BEXAR COUNTY ACADEMY","N","Y","BEXAR","015","BEXAR COUNTY ACADEMY","015809","PK - 08","E"," "," ","20","REGION 20: SAN ANTONIO"
"015814001","POSITIVE SOLUTIONS CHARTER","Y","Y","BEXAR","015","POSITIVE SOLUTIONS CHARTER SCHOOL","015814","09 - 12","S"," "," ","20","REGION 20: SAN ANTONIO"
"015815001","RADIANCE ACADEMY OF LEARNING","N","Y","BEXAR","015","RADIANCE ACADEMY OF LEARNING","015815","PK - 04","E"," "," ","20","REGION 20: SAN ANTONIO"
"015815041","RADIANCE ACADEMY OF LEARNING (DEL","Y","Y","BEXAR","015","RADIANCE ACADEMY OF LEARNING","015815","06 - 12","B"," "," ","20","REGION 20: SAN ANTONIO"
"015815101","RADIANCE ACADEMY OF LEARNING WESTL","Y","Y","BEXAR","015","RADIANCE ACADEMY OF LEARNING","015815","07 - 08","M"," "," ","20","REGION 20: SAN ANTONIO"
"015815104","RADIANCE ACADEMY OF LEARNING (ABUN","Y","Y","BEXAR","015","RADIANCE ACADEMY OF LEARNING","015815","05 - 06","M"," "," ","20","REGION 20: SAN ANTONIO"
"015816001","ACADEMY OF CAREERS AND TECHNOLOGIE","Y","Y","BEXAR","015","ACADEMY OF CAREERS AND TECHNOLOGIE","015816","09 - 12","S"," "," ","20","REGION 20: SAN ANTONIO"
"015819102","SHEKINAH WALZEM","N","Y","BEXAR","015","SHEKINAH RADIANCE ACADEMY","015819","PK - 05","E"," "," ","20","REGION 20: SAN ANTONIO"
"015819105","WEST COLUMBIA CHARTER SCH","Y","Y","BEXAR","015","SHEKINAH RADIANCE ACADEMY","015819","PK - 12","B"," "," ","20","REGION 20: SAN ANTONIO"
"015819107","SHEKINAH RADIANCE ACADEMY (DALLAS","N","Y","BEXAR","015","SHEKINAH RADIANCE ACADEMY","015819","KG - 08","E"," "," ","20","REGION 20: SAN ANTONIO"
"015819108","SHEKINAH RADIANCE ACADEMY (GARLAND","N","Y","BEXAR","015","SHEKINAH RADIANCE ACADEMY","015819","PK - 08","E"," "," ","20","REGION 20: SAN ANTONIO"
"015820001","SAN ANTONIO SCHOOL FOR INQUIRY & C","Y","Y","BEXAR","015","SAN ANTONIO SCHOOL FOR INQUIRY & C","015820","06 - 12","B"," "," ","20","REGION 20: SAN ANTONIO"
"015820002","MONTICELLO","N","Y","BEXAR","015","SAN ANTONIO SCHOOL FOR INQUIRY & C","015820","KG - 05","E"," "," ","20","REGION 20: SAN ANTONIO"
"015822001","ATHLOS LEADERSHIP ACADEMY","N","Y","BEXAR","015","JUBILEE ACADEMIC CENTER","015822","KG - 12","B"," "," ","20","REGION 20: SAN ANTONIO"
"015822002","PREMIER LEADERSHIP ACADEMY","N","Y","BEXAR","015","JUBILEE ACADEMIC CENTER","015822","PK - 07","E"," "," ","20","REGION 20: SAN ANTONIO"
"015822004","ALAMO LEADERSHIP ACADEMY","N","Y","BEXAR","015","JUBILEE ACADEMIC CENTER","015822","PK - 05","E"," "," ","20","REGION 20: SAN ANTONIO"
"015822005","HIGHLAND PARK GIFTED AND TALENTED","N","Y","BEXAR","015","JUBILEE ACADEMIC CENTER","015822","PK - 08","E"," "," ","20","REGION 20: SAN ANTONIO"
"015822006","KINGSWAY LEADERSHIP ACADEMY","N","Y","BEXAR","015","JUBILEE ACADEMIC CENTER","015822","KG - 08","E"," "," ","20","REGION 20: SAN ANTONIO"
"015822007","LIVING WAY LEADERSHIP ACADEMY","N","Y","BEXAR","015","JUBILEE ACADEMIC CENTER","015822","PK - 10","B"," "," ","20","REGION 20: SAN ANTONIO"
