DISTNAME,CAMPNAME,CAMPUS,CLASS
AUSTIN ISD,WILLIAMS EL,227901166,Elementary
AUSTIN ISD,WINN EL,227901157,Elementary
AUSTIN ISD,WOOLDRIDGE EL,227901152,Elementary
AUSTIN ISD,WOOTEN EL,227901144,Elementary
AUSTIN ISD,ZAVALA EL,227901145,Elementary
AUSTIN ISD,ZILKER EL,227901146,Elementary
AUSTWELL-TIVOLI ISD,AUSTWELL-TIVOLI H S,196901001,Secondary
AUSTWELL-TIVOLI ISD,TIVOLI EL,196901102,Elementary
AVALON ISD,AVALON SCHOOL,70901001,Both Elem/Sec
AVERY ISD,AVERY EL,194902101,Elementary
AVERY ISD,AVERY H S,194902001,Secondary
AVERY ISD,AVERY MIDDLE,194902041,Middle
AVINGER ISD,AVINGER EL,34902101,Elementary
AVINGER ISD,AVINGER H S,34902001,Secondary
AXTELL ISD,AXTELL EL,161918101,Elementary
AXTELL ISD,AXTELL H S,161918001,Both Elem/Sec
AXTELL ISD,METHODIST HOME BOYS RANCH,161918002,Both Elem/Sec
AXTELL ISD,WACO CTR FOR YOUTH,161918199,Both Elem/Sec
AZLE ISD,AZLE EL,220915104,Elementary
AZLE ISD,AZLE H S,220915001,Secondary
AZLE ISD,AZLE J H,220915041,Middle
AZLE ISD,EAGLE HEIGHTS EL,220915102,Elementary
AZLE ISD,LIBERTY EL,220915105,Elementary
AZLE ISD,SILVER CREEK EL,220915106,Elementary
AZLE ISD,W E HOOVER EL,220915107,Middle
AZLE ISD,WALNUT CREEK EL,220915103,Elementary
BAIRD ISD,BAIRD EL,30903101,Elementary
BAIRD ISD,BAIRD H S,30903001,Secondary
BALLINGER ISD,BALLINGER EL,200901101,Elementary
BALLINGER ISD,BALLINGER H S,200901001,Secondary
BALLINGER ISD,BALLINGER J H,200901041,Middle
BALLINGER ISD,C A P CO-OP,200901002,Both Elem/Sec
BALMORHEA ISD,BALMORHEA SCHOOL,195902001,Both Elem/Sec
BANDERA ISD,ALKEK EL,10902101,Elementary
BANDERA ISD,BANDERA H S,10902001,Secondary
BANDERA ISD,BANDERA J H,10902041,Middle
BANDERA ISD,HILL COUNTRY EL,10902102,Elementary
BANGS ISD,BANGS H S,25901001,Secondary
BANGS ISD,BANGS J H,25901041,Middle
BANGS ISD,C A P CO-OP,25901002,Secondary
BANGS ISD,DISCOVERY HOUSE,25901162,Both Elem/Sec
BANGS ISD,EARLY SPECIAL PROGRAM,25901160,Elementary
BANGS ISD,EARLY SPECIAL PROGRAM,25901161,Secondary
BANGS ISD,J B STEPHENS EL,25901101,Elementary
BANQUETE ISD,BANQUETE EL,178913101,Elementary
BANQUETE ISD,BANQUETE H S,178913001,Secondary
BANQUETE ISD,BANQUETE J H,178913041,Middle
BARBERS HILL ISD,BARBERS HILL H S,36902001,Secondary
BARBERS HILL ISD,BARBERS HILL INT,36902101,Elementary
BARBERS HILL ISD,BARBERS HILL MIDDLE,36902041,Middle
BARBERS HILL ISD,BARBERS HILL PRI,36902301,Elementary
BARTLETT ISD,BARTLETT EL,14902101,Elementary
BARTLETT ISD,BARTLETT H S,14902001,Secondary
BASTROP ISD,BASTROP H S,11901001,Secondary
BASTROP ISD,BASTROP INT,11901104,Middle
BASTROP ISD,BASTROP MIDDLE,11901041,Middle
BASTROP ISD,CEDAR CREEK EL,11901103,Elementary
BASTROP ISD,EMILE EL,11901101,Both Elem/Sec
BASTROP ISD,GATEWAY SCH,11901033,Secondary
BASTROP ISD,GENESIS H S,11901022,Secondary
BASTROP ISD,MINA EL,11901102,Elementary
BASTROP ISD,PINE STREET ALTER,11901038,Both Elem/Sec
BAY CITY ISD,BAY CITY H S,158901001,Secondary
BAY CITY ISD,BAY CITY J H,158901041,Middle
BAY CITY ISD,CHERRY EL,158901101,Elementary
BAY CITY ISD,HOLMES EL,158901102,Elementary
BAY CITY ISD,MCALLISTER J H,158901043,Middle
BAY CITY ISD,PIERCE EL,158901103,Elementary
BAY CITY ISD,ROBERTS EL,158901104,Elementary
BEAUMONT ISD,AMELIA EL,123910101,Elementary
BEAUMONT ISD,AUSTIN MIDDLE,123910041,Middle
BEAUMONT ISD,BINGMAN EL,123910102,Elementary
BEAUMONT ISD,BLANCHETTE EL,123910103,Elementary
BEAUMONT ISD,CALDWOOD EL,123910104,Elementary
BEAUMONT ISD,CENTRAL SENIOR H S,123910001,Secondary
BEAUMONT ISD,CENTRAL 9TH GRADE,123910003,Secondary
BEAUMONT ISD,CURTIS EL,123910105,Elementary
BEAUMONT ISD,DUNBAR EL,123910107,Elementary
BEAUMONT ISD,FEHL EL,123910108,Elementary
BEAUMONT ISD,FIELD EL,123910109,Elementary
BEAUMONT ISD,FLETCHER EL,123910110,Elementary
BEAUMONT ISD,FRENCH EL,123910111,Elementary
BEAUMONT ISD,GUESS EL,123910112,Elementary
BEAUMONT ISD,HOMER DR EL,123910123,Elementary
BEAUMONT ISD,LUCAS EL,123910113,Elementary
BEAUMONT ISD,M L KING MIDDLE,123910043,Middle
BEAUMONT ISD,MACARTHUR EL,123910122,Elementary
BEAUMONT ISD,MARSHALL MIDDLE,123910046,Both Elem/Sec
BEAUMONT ISD,MARTIN EL,123910114,Elementary
BEAUMONT ISD,OAKS ED CTR,123910010,Secondary
BEAUMONT ISD,ODOM MIDDLE,123910047,Middle
BEAUMONT ISD,OGDEN EL,123910115,Elementary
BEAUMONT ISD,PATHWAYS LEARNING CTR,123910006,Both Elem/Sec
BEAUMONT ISD,PIETZSCH EL,123910116,Elementary
BEAUMONT ISD,PRICE EL,123910117,Elementary
BEAUMONT ISD,PROJECT REACH,123910200,Both Elem/Sec
BEAUMONT ISD,REGINA HOWELL EL,123910118,Elementary
BEAUMONT ISD,SMITH MIDDLE,123910042,Middle
BEAUMONT ISD,SOUTH PARK MIDDLE,123910045,Middle
BEAUMONT ISD,SOUTHERLAND PK,123910119,Elementary
BEAUMONT ISD,VINCENT MIDDLE,123910048,Middle
BEAUMONT ISD,WEST BROOK SR H S,123910008,Secondary
BEAUMONT ISD,WEST BROOK 9TH GRADE,123910007,Middle
BECKVILLE ISD,BECKVILLE EL,183901101,Elementary
BECKVILLE ISD,BECKVILLE H S,183901001,Secondary
BECKVILLE ISD,BECKVILLE MIDDLE,183901041,Middle
BEEVILLE ISD,CONOLY ALTER,13901002,Secondary
BEEVILLE ISD,FADDEN-MCKEOWN EL,13901102,Elementary
BEEVILLE ISD,HALL EL,13901101,Elementary
BEEVILLE ISD,JONES H S,13901001,Secondary
BEEVILLE ISD,MADDERRA-FLOURNOY EL,13901104,Elementary
BEEVILLE ISD,MORENO J H,13901041,Middle
BEEVILLE ISD,THOMAS JEFFERSON INT,13901106,Middle
BEEVILLE ISD,TYLER EL,13901105,Elementary
BELLEVUE ISD,BELLEVUE SCHOOL,39904001,Both Elem/Sec
BELLS ISD,BELLS EL,91901101,Elementary
BELLS ISD,BELLS H S,91901001,Secondary
BELLS ISD,PRITCHARD J H,91901041,Middle
BELLVILLE ISD,BELLVILLE H S,8901001,Secondary
BELLVILLE ISD,BELLVILLE J H,8901041,Middle
BELLVILLE ISD,O'BRYANT INT,8901102,Elementary
BELLVILLE ISD,O'BRYANT-SPICER EL,8901101,Elementary
BELLVILLE ISD,WEST END EL,8901105,Elementary
BELTON ISD,BELTON H S,14903001,Secondary
BELTON ISD,BELTON INT,14903110,Middle
BELTON ISD,BELTON J H,14903041,Middle
BELTON ISD,CENTRAL EL,14903107,Elementary
BELTON ISD,JUVENILE DETENT CTR,14903300,Secondary
BELTON ISD,LAKEWOOD EL,14903108,Elementary
BELTON ISD,LEON HEIGHTS EL,14903102,Elementary
BELTON ISD,MILLER HEIGHTS EL,14903103,Elementary
BELTON ISD,SOUTHWEST EL,14903104,Elementary
BELTON ISD,SPARTA EL,14903109,Elementary
BEN BOLT-PALITO BLANCO ISD,BEN BOLT MIDDLE,125902041,Elementary
BEN BOLT-PALITO BLANCO ISD,BEN BOLT-PAL BLANCO H S,125902001,Secondary
BEN BOLT-PALITO BLANCO ISD,PALITO BLANCO EL,125902101,Elementary
BENAVIDES ISD,BENAVIDES H S,66901001,Secondary
BENAVIDES ISD,BENAVIDES J H,66901041,Middle
BENAVIDES ISD,BENAVIDES PRI,66901101,Elementary
BENJAMIN ISD,BENJAMIN SCHOOL,138904001,Both Elem/Sec
BIG SANDY ISD,BIG SANDY EL,230901101,Elementary
BIG SANDY ISD,BIG SANDY H S,230901001,Secondary
BIG SANDY ISD,BIG SANDY J H,230901041,Middle
BIG SANDY ISD,BIG SANDY SCHOOL,187901001,Both Elem/Sec
BIG SPRING ISD,ALTER SCH,114901002,Secondary
BIG SPRING ISD,ANDERSON KIND CTR,114901101,Elementary
BIG SPRING ISD,BAUER EL,114901102,Elementary
BIG SPRING ISD,BIG SPRING H S,114901001,Secondary
BIG SPRING ISD,BIG SPRING SP ED,114901114,Both Elem/Sec
BIG SPRING ISD,COLLEGE HEIGHTS EL,114901106,Elementary
BIG SPRING ISD,GOLIAD MIDDLE,114901041,Middle
BIG SPRING ISD,KENTWOOD EL,114901108,Elementary
BIG SPRING ISD,MARCY EL,114901110,Elementary
BIG SPRING ISD,MOSS EL,114901111,Elementary
BIG SPRING ISD,RUNNELS J H,114901042,Middle
BIG SPRING ISD,WASHINGTON EL,114901113,Elementary
BIRDVILLE ISD,ALLIENE MULLENDORE EL,220902105,Elementary
BIRDVILLE ISD,ALTER CTR,220902006,Both Elem/Sec
BIRDVILLE ISD,APOLLO,220902008,Secondary
BIRDVILLE ISD,BIRDVILLE EL,220902101,Elementary
BIRDVILLE ISD,CARRIE F THOMAS EL,220902116,Elementary
BIRDVILLE ISD,DAVID E SMITH EL,220902102,Elementary
BIRDVILLE ISD,FOSTER VILLAGE EL,220902117,Elementary
BIRDVILLE ISD,G E D,220902007,Secondary
BIRDVILLE ISD,GLENVIEW EL,220902104,Elementary
BIRDVILLE ISD,GRACE E HARDEMAN EL,220902114,Elementary
BIRDVILLE ISD,GREEN VALLEY EL,220902120,Elementary
BIRDVILLE ISD,HALLIE SHANNON LRN CTR,220902003,Secondary
BIRDVILLE ISD,HALTOM H S,220902001,Secondary
BIRDVILLE ISD,HALTOM MIDDLE,220902041,Middle
BIRDVILLE ISD,HOLIDAY HEIGHTS EL,220902112,Elementary
BIRDVILLE ISD,HOMEBOUND,220902004,Secondary
BIRDVILLE ISD,JOHN D SPICER EL,220902119,Elementary
BIRDVILLE ISD,NORTH OAKS MIDDLE,220902044,Middle
BIRDVILLE ISD,NORTH RICHLAND MIDDLE,220902042,Middle
BIRDVILLE ISD,NORTH RIDGE EL,220902118,Elementary
BIRDVILLE ISD,NORTH RIDGE MIDDLE,220902047,Middle
BIRDVILLE ISD,O H STOWE EL,220902110,Elementary
BIRDVILLE ISD,RICHLAND EL,220902106,Elementary
BIRDVILLE ISD,RICHLAND H S,220902002,Secondary
BIRDVILLE ISD,RICHLAND MIDDLE,220902043,Middle
BIRDVILLE ISD,SMITHFIELD EL,220902107,Elementary
BIRDVILLE ISD,SMITHFIELD MIDDLE,220902046,Middle
BIRDVILLE ISD,SNOW HEIGHTS EL,220902108,Elementary
BIRDVILLE ISD,SOUTH BIRDVILLE EL,220902109,Elementary
BIRDVILLE ISD,W A PORTER EL,220902115,Elementary
BIRDVILLE ISD,W T FRANCISCO EL,220902103,Elementary
BIRDVILLE ISD,WATAUGA EL,220902113,Elementary
BIRDVILLE ISD,WATAUGA MIDDLE,220902045,Middle
BIRDVILLE ISD,WEST BIRDVILLE EL,220902111,Elementary
BISHOP CONS ISD,BISHOP EL,178902101,Elementary
BISHOP CONS ISD,BISHOP H S,178902001,Secondary
BISHOP CONS ISD,LILLION E LUEHRS J H,178902041,Middle
BISHOP CONS ISD,PETRONILA EL,178902103,Elementary
BLACKWELL CONS ISD,BLACKWELL SCHOOL,177903001,Both Elem/Sec
BLANCO ISD,BLANCO EL,16902101,Elementary
BLANCO ISD,BLANCO H S,16902001,Secondary
BLANCO ISD,BLANCO MIDDLE,16902041,Middle
BLAND ISD,BLAND EL,116915101,Elementary
BLAND ISD,BLAND H S,116915001,Secondary
BLANKET ISD,BANGS SPECIAL PROGRAM,25904170,Secondary
BLANKET ISD,BLANKET EL,25904101,Elementary
BLANKET ISD,BLANKET H S,25904001,Secondary
BLANKET ISD,EARLY SPECIAL PROG,25904160,Elementary
BLEDSOE ISD,BLEDSOE EL,40903101,Elementary
BLOOMBURG ISD,BLOOMBURG EL,34909101,Elementary
BLOOMBURG ISD,BLOOMBURG H S,34909001,Secondary
BLOOMING GROVE ISD,BLOOMING GROVE EL,175902101,Elementary
BLOOMING GROVE ISD,BLOOMING GROVE H S,175902001,Secondary
BLOOMING GROVE ISD,BLOOMING GROVE J H,175902041,Middle
BLOOMINGTON ISD,BLOOMINGTON EL,235901101,Elementary
BLOOMINGTON ISD,BLOOMINGTON H S,235901001,Secondary
BLOOMINGTON ISD,PLACEDO EL,235901103,Elementary
BLUE RIDGE ISD,BLUE RIDGE EL,43917101,Elementary
BLUE RIDGE ISD,BLUE RIDGE H S,43917001,Secondary
BLUE RIDGE ISD,BLUE RIDGE MIDDLE,43917041,Middle
BLUFF DALE ISD,BLUFF DALE EL,72904101,Elementary
BLUM ISD,BLUM EL,109913101,Elementary
BLUM ISD,BLUM H S,109913001,Secondary
BOERNE ISD,BOERNE H S,130901001,Secondary
BOERNE ISD,BOERNE MIDDLE,130901041,Middle
BOERNE ISD,CURINGTON EL,130901101,Elementary
BOERNE ISD,FABRA EL,130901102,Elementary
BOERNE ISD,FAIR OAKS RANCH EL,130901103,Elementary
BOLES ISD,BOLES EL,116916101,Elementary
BOLES ISD,BOLES H S,116916001,Secondary
BOLING ISD,BOLING H S,241901001,Secondary
BOLING ISD,IAGO J H,241901041,Middle
BOLING ISD,NEWGULF EL,241901101,Elementary
BONHAM ISD,BAILEY INGLISH EL,74903101,Elementary
BONHAM ISD,BONHAM H S,74903001,Secondary
BONHAM ISD,EVANS EL,74903102,Elementary
BONHAM ISD,RATHER J H,74903041,Middle
BONHAM ISD,STEPHENSON KIND,74903103,Elementary
BOOKER ISD,BOOKER EL,148901101,Elementary
BOOKER ISD,BOOKER H S,148901001,Secondary
BOOKER ISD,BOOKER J H,148901041,Middle
BORDEN COUNTY ISD,BORDEN SCHOOL,17901001,Both Elem/Sec
BORGER ISD,BORGER H S,117901001,Secondary
BORGER ISD,BORGER MIDDLE,117901041,Middle
BORGER ISD,C H A M P S,117901002,Secondary
BORGER ISD,CENTRAL EL,117901104,Elementary
BORGER ISD,CROCKETT EL,117901105,Elementary
BORGER ISD,GATEWAY EL,117901106,Elementary
BOSQUEVILLE ISD,BOSQUEVILLE SCHOOL,161923001,Both Elem/Sec
BOVINA ISD,BOVINA EL,185901101,Elementary
BOVINA ISD,BOVINA H S,185901001,Secondary
BOVINA ISD,BOVINA MIDDLE,185901041,Middle
BOWIE ISD,BOWIE EL,169901105,Elementary
BOWIE ISD,BOWIE H S,169901001,Secondary
BOWIE ISD,BOWIE J H,169901041,Middle
BOWIE ISD,BOWIE PRI,169901101,Elementary
BOYD ISD,BOYD EL,249902101,Elementary
BOYD ISD,BOYD H S,249902001,Secondary
BOYD ISD,BOYD INT,249902110,Elementary
BOYD ISD,BOYD MIDDLE,249902041,Middle
BOYS RANCH ISD,BLAKEMORE MIDDLE,180901041,Middle
BOYS RANCH ISD,BOYS RANCH EL,180901101,Elementary
BOYS RANCH ISD,BOYS RANCH H S,180901001,Secondary
BRACKETT ISD,BRACKETT ALTER,136901002,Secondary
BRACKETT ISD,BRACKETT H S,136901001,Secondary
BRACKETT ISD,BRACKETT MIDDLE,136901041,Middle
BRACKETT ISD,JONES EL,136901101,Elementary
BRADY ISD,BRADY H S,160901001,Secondary
BRADY ISD,BRADY J H,160901041,Middle
BRADY ISD,CHINA INT,160901101,Elementary
BRADY ISD,NORTH WARD PRI,160901103,Elementary
BRADY ISD,SOUTH WARD EL,160901104,Both Elem/Sec
BRAZOSPORT ISD,A P BEUTEL EL,20905102,Elementary
BRAZOSPORT ISD,BESS BRANNEN EL,20905111,Elementary
BRAZOSPORT ISD,BRAZOSPORT H S,20905001,Secondary
BRAZOSPORT ISD,BRAZOSWOOD H S,20905002,Secondary
BRAZOSPORT ISD,CLUTE INT,20905041,Middle
BRAZOSPORT ISD,ELISABET NEY EL,20905107,Elementary
BRAZOSPORT ISD,FREEPORT INT,20905042,Middle
BRAZOSPORT ISD,GLADYS POLK EL,20905113,Elementary
BRAZOSPORT ISD,GRIFFITH EL,20905114,Elementary
BRAZOSPORT ISD,JANE LONG EL,20905106,Elementary
BRAZOSPORT ISD,LAKE JACKSON INT,20905043,Middle
BRAZOSPORT ISD,O A FLEMING EL,20905104,Elementary
BRAZOSPORT ISD,O M ROBERTS EL,20905109,Elementary
BRAZOSPORT ISD,O'HARA LANIER MIDDLE,20905116,Middle
BRAZOSPORT ISD,RASCO MIDDLE,20905115,Middle
BRAZOSPORT ISD,S F AUSTIN EL,20905101,Elementary
BRAZOSPORT ISD,T W OGG EL,20905108,Elementary
BRAZOSPORT ISD,VELASCO EL,20905110,Both Elem/Sec
BRECKENRIDGE ISD,BRECKENRIDGE H S,215901001,Secondary
BRECKENRIDGE ISD,BRECKENRIDGE J H,215901041,Middle
BRECKENRIDGE ISD,EAST EL,215901101,Elementary
BRECKENRIDGE ISD,NORTH EL,215901102,Elementary
BRECKENRIDGE ISD,SOUTH EL,215901103,Elementary
BRECKENRIDGE ISD,T S T C ALTER,215901002,Secondary
BREMOND ISD,BREMOND EL,198901101,Elementary
BREMOND ISD,BREMOND H S,198901001,Secondary
BREMOND ISD,BREMOND MIDDLE,198901041,Middle
BRENHAM ISD,ALTON EL,239901101,Elementary
BRENHAM ISD,BRENHAM ALTER,239901002,Secondary
BRENHAM ISD,BRENHAM EL,239901102,Elementary
BRENHAM ISD,BRENHAM H S,239901001,Secondary
BRENHAM ISD,BRENHAM INT,239901103,Elementary
BRENHAM ISD,BRENHAM MIDDLE,239901041,Middle
BRENHAM ISD,BRENHAM STATE SCH,239901104,Secondary
BRIDGE CITY ISD,BRIDGE CITY H S,181901001,Secondary
BRIDGE CITY ISD,BRIDGE CITY J H,181901041,Middle
BRIDGE CITY ISD,HATTON EL,181901101,Elementary
BRIDGE CITY ISD,SIMS EL,181901102,Elementary
BRIDGEPORT ISD,BRIDGEPORT EL,249903101,Elementary
BRIDGEPORT ISD,BRIDGEPORT H S,249903001,Secondary
BRIDGEPORT ISD,BRIDGEPORT INT,249903102,Elementary
BRIDGEPORT ISD,BRIDGEPORT MIDDLE,249903041,Middle
BROADDUS ISD,BROADDUS EL,203902101,Elementary
BROADDUS ISD,BROADDUS H S,203902001,Secondary
BROCK ISD,BROCK EL,184909101,Elementary
BROCK ISD,BROCK H S,184909001,Secondary
BRONTE ISD,BRONTE EL,41901101,Elementary
BRONTE ISD,BRONTE H S,41901001,Secondary
BRONTE ISD,C B P,41901195,Secondary
BRONTE ISD,FAIRVIEW ACCELERATED,41901003,Secondary
BRONTE ISD,JUVENILE DETENT CTR,41901002,Secondary
BRONTE ISD,MILES VOC TRAINING (MVT),41901150,Secondary
BRONTE ISD,TRINITY EARLY CHILDHOOD,41901200,Elementary
BROOKELAND ISD,BROOKELAND EL,121902101,Elementary
BROOKELAND ISD,BROOKELAND H S,121902001,Secondary
BROOKESMITH ISD,BROOKESMITH EL,25908101,Elementary
BROOKESMITH ISD,BROOKESMITH H S,25908001,Secondary
BROOKS ISD,ENCINO EL,24901102,Elementary
BROOKS ISD,FALFURRIAS EL,24901101,Both Elem/Sec
BROOKS ISD,FALFURRIAS H S,24901001,Secondary
BROOKS ISD,FALFURRIAS J H,24901041,Middle
BROOKS ISD,LASATER EL,24901103,Elementary
BROWNFIELD ISD,BROWNFIELD H S,223901001,Secondary
BROWNFIELD ISD,BROWNFIELD INT,223901104,Elementary
BROWNFIELD ISD,BROWNFIELD MIDDLE,223901041,Middle
BROWNFIELD ISD,BROWNFIELD PK,223901105,Elementary
BROWNFIELD ISD,COLONIAL HEIGHTS EL,223901101,Elementary
BROWNFIELD ISD,OAK GROVE EL,223901102,Elementary
BROWNFIELD ISD,STUDENT ALTER PROG INC,223901002,Secondary
BROWNSBORO ISD,A L P H A CAMPUS,107902002,Secondary
BROWNSBORO ISD,BROWNSBORO EL,107902101,Elementary
BROWNSBORO ISD,BROWNSBORO H S,107902001,Secondary
BROWNSBORO ISD,BROWNSBORO INT,107902104,Both Elem/Sec
BROWNSBORO ISD,BROWNSBORO J H,107902041,Middle
BROWNSBORO ISD,CHANDLER EL,107902103,Elementary
BROWNSVILLE ISD,ALTER CTR,31901039,Both Elem/Sec
BROWNSVILLE ISD,BURNS EL,31901128,Elementary
BROWNSVILLE ISD,CANALES EL,31901101,Elementary
BROWNSVILLE ISD,CENTRAL MIDDLE,31901041,Middle
BROWNSVILLE ISD,CLEARWATER EL,31901116,Elementary
BROWNSVILLE ISD,CROMACK EL,31901102,Elementary
BROWNSVILLE ISD,CUMMINGS MIDDLE,31901042,Middle
BROWNSVILLE ISD,DEL CASTILLO EL,31901120,Elementary
BROWNSVILLE ISD,EGLY EL,31901123,Elementary
BROWNSVILLE ISD,EL JARDIN EL,31901105,Elementary
BROWNSVILLE ISD,FAULK MIDDLE,31901043,Middle
BROWNSVILLE ISD,FILEMON B VELA MIDDLE,31901047,Middle
BROWNSVILLE ISD,GARDEN PARK EL,31901106,Elementary
BROWNSVILLE ISD,GARZA EL,31901124,Elementary
BROWNSVILLE ISD,GONZALEZ EL,31901130,Elementary
BROWNSVILLE ISD,HANNA H S,31901001,Secondary
BROWNSVILLE ISD,JOSEPHINE CASTANEDA EL,31901115,Elementary
BROWNSVILLE ISD,L E A D ACAD,31901049,Middle
BROWNSVILLE ISD,LINCOLN PARK SCH,31901127,Both Elem/Sec
BROWNSVILLE ISD,LONGORIA EL,31901103,Elementary
BROWNSVILLE ISD,LOPEZ H S,31901007,Secondary
BROWNSVILLE ISD,MARY & FRANK YTURRIA EL,31901132,Elementary
BROWNSVILLE ISD,MORNINGSIDE EL,31901129,Elementary
BROWNSVILLE ISD,OLIVEIRA MIDDLE,31901045,Middle
BROWNSVILLE ISD,PACE H S,31901003,Secondary
BROWNSVILLE ISD,PALM GROVE EL,31901122,Elementary
BROWNSVILLE ISD,PEREZ EL,31901121,Elementary
BROWNSVILLE ISD,PERKINS MIDDLE,31901046,Middle
BROWNSVILLE ISD,PORTER H S,31901002,Secondary
BROWNSVILLE ISD,PUTEGNAT EL,31901108,Elementary
BROWNSVILLE ISD,R L MARTIN EL,31901104,Elementary
BROWNSVILLE ISD,RAUL BESTEIRO JR MIDDLE,31901048,Middle
BROWNSVILLE ISD,RESACA EL,31901109,Elementary
BROWNSVILLE ISD,RIVERA H S,31901004,Secondary
BROWNSVILLE ISD,RUSSELL EL,31901110,Elementary
BROWNSVILLE ISD,SHARP EL,31901111,Elementary
BROWNSVILLE ISD,SKINNER EL,31901112,Elementary
BROWNSVILLE ISD,SOUTHMOST EL,31901131,Elementary
BROWNSVILLE ISD,STELL MIDDLE,31901044,Middle
BROWNSVILLE ISD,VERMILLION ROAD EL,31901126,Elementary
BROWNSVILLE ISD,VICTORIA HEIGHTS EL,31901113,Elementary
BROWNSVILLE ISD,VILLA NUEVA EL,31901117,Elementary
BROWNWOOD ISD,BROWNWOOD H S,25902001,Secondary
BROWNWOOD ISD,BROWNWOOD INT,25902108,Middle
BROWNWOOD ISD,BROWNWOOD MIDDLE,25902041,Middle
BROWNWOOD ISD,CAREER PREP H S,25902002,Secondary
BROWNWOOD ISD,COGGIN EL,25902101,Elementary
BROWNWOOD ISD,EARLY CHILDHOOD CTR,25902110,Elementary
BROWNWOOD ISD,EAST EL,25902109,Elementary
BROWNWOOD ISD,NORTHWEST EL,25902106,Elementary
BROWNWOOD ISD,SOUTH EL,25902105,Elementary
BROWNWOOD ISD,WOODLAND HEIGHTS EL,25902107,Elementary
BRUCEVILLE-EDDY ISD,AVALON CTR,161919198,Secondary
BRUCEVILLE-EDDY ISD,BRUCEVILLE-EDDY EL,161919101,Elementary
BRUCEVILLE-EDDY ISD,BRUCEVILLE-EDDY H S,161919001,Secondary
BRYAN ISD,ALTER CTR,21902011,Secondary
BRYAN ISD,ALTON BOWEN EL,21902117,Elementary
BRYAN ISD,BONHAM EL,21902103,Elementary
BRYAN ISD,BRYAN H S,21902001,Secondary
BRYAN ISD,BRYAN H S AT LAMAR,21902005,Secondary
BRYAN ISD,CARVER PRE-K CTR,21902116,Elementary
BRYAN ISD,CROCKETT EL,21902105,Elementary
BRYAN ISD,FANNIN EL,21902106,Elementary
BRYAN ISD,HENDERSON EL,21902107,Elementary
BRYAN ISD,JANE LONG MIDDLE,21902045,Middle
BRYAN ISD,JOHNSON EL,21902108,Elementary
BRYAN ISD,JONES EL MAGNET,21902115,Elementary
BRYAN ISD,KEMP EL,21902101,Elementary
BRYAN ISD,MARY BRANCH EL,21902114,Elementary
BRYAN ISD,MILAM EL,21902109,Elementary
BRYAN ISD,NAVARRO EL,21902113,Elementary
BRYAN ISD,SAM HOUSTON EL,21902112,Elementary
BRYAN ISD,SAM RAYBURN MIDDLE,21902046,Middle
BRYAN ISD,STEPHEN F AUSTIN MIDDLE,21902041,Middle
BRYAN ISD,SUL ROSS EL,21902110,Elementary
BRYSON ISD,BRYSON SCHOOL,119901001,Both Elem/Sec
BUCKHOLTS ISD,BUCKHOLTS SCHOOL,166907001,Both Elem/Sec
BUENA VISTA ISD,BUENA VISTA SCHOOL,186901001,Both Elem/Sec
BUFFALO ISD,BUFFALO EL,145901102,Elementary
BUFFALO ISD,BUFFALO H S,145901002,Secondary
BUFFALO ISD,BUFFALO MIDDLE,145901041,Middle
BULLARD ISD,BULLARD EL,212902101,Elementary
BULLARD ISD,BULLARD H S,212902001,Secondary
BULLARD ISD,BULLARD MIDDLE,212902041,Middle
BUNA ISD,BUNA EL,121903101,Elementary
BUNA ISD,BUNA H S,121903001,Secondary
BUNA ISD,BUNA J H,121903041,Middle
BURKBURNETT ISD,BURKBURNETT H S,243901001,Secondary
BURKBURNETT ISD,BURKBURNETT J H,243901041,Middle
BURKBURNETT ISD,I C EVANS EL,243901104,Elementary
BURKBURNETT ISD,JOHN G HARDIN EL,243901101,Elementary
BURKBURNETT ISD,JOHN G TOWER EL,243901103,Elementary
BURKEVILLE ISD,BURKEVILLE EL,176901101,Elementary
BURKEVILLE ISD,BURKEVILLE JR-SR H S,176901001,Secondary
BURLESON ISD,BURLESON H S,126902001,Secondary
BURLESON ISD,BURLESON MIDDLE,126902041,Middle
BURLESON ISD,FRAZIER EL,126902102,Elementary
BURLESON ISD,JACK TAYLOR EL,126902105,Elementary
BURLESON ISD,MOUND EL,126902103,Elementary
BURLESON ISD,NOLA DUNN EL,126902101,Elementary
BURLESON ISD,NORWOOD EL,126902104,Elementary
BURNET CONS ISD,BERTRAM EL,27903102,Elementary
BURNET CONS ISD,BURNET EL,27903101,Elementary
BURNET CONS ISD,BURNET H S,27903001,Both Elem/Sec
BURNET CONS ISD,BURNET MIDDLE,27903041,Middle
BURNET CONS ISD,HIGHLAND LAKES ACHIEVEMENT,27903002,Both Elem/Sec
BURNET CONS ISD,PIERCE STREET EL,27903104,Elementary
BURNET CONS ISD,QUEST,27903003,Both Elem/Sec
BURTON ISD,BURTON EL,239903101,Elementary
BURTON ISD,BURTON H S,239903001,Secondary
BUSHLAND ISD,BUSHLAND EL,188904101,Elementary
BUSHLAND ISD,BUSHLAND MIDDLE,188904041,Middle
BYERS ISD,BYERS SCHOOL,39901001,Both Elem/Sec
BYNUM ISD,BYNUM SCHOOL,109902001,Both Elem/Sec
CADDO MILLS ISD,CADDO MILLS EL,116901101,Elementary
